id,record_name,gene_name,subcell_loc
P08603,CFAH_HUMAN,CFH,"Secreted.Note=(Microbial infection) In the mosquito midgut, localizes to P.falciparum (NF54 strain) macrogamete and young zygote cell membranes.<br>"
P08620,FGF4_HUMAN,FGF4,Secreted<br>
P08621,RU17_HUMAN,SNRNP70,"Nucleus speckle<br> Nucleus, nucleoplasm<br> Note=Colocalizes with SCNM1 and LUC7L2 in nuclear speckles.<br>"
P08631,HCK_HUMAN,HCK,"<br>[Isoform 1]:<br> Lysosome. Membrane; Lipid-anchor. Cell projection, podosome membrane; Lipid-anchor. Cytoplasm, cytosol. Note=Associated with specialized secretory lysosomes called azurophil granules. At least half of this isoform is found in the cytoplasm, some of this fraction is myristoylated.<br>[Isoform 2]:<br> Cell membrane<br> Membrane, caveola<br> Cell junction, focal adhesion<br> Cytoplasm, cytoskeleton<br> Golgi apparatus<br> Cytoplasmic vesicle<br> Lysosome<br> Nucleus<br> Note=20% of this isoform is associated with caveolae. Localization at the cell membrane and at caveolae requires palmitoylation at Cys-3. Colocalizes with the actin cytoskeleton at focal adhesions.Cytoplasmic vesicle, secretory vesicle. Cytoplasm, cytosol."
P08637,FCG3A_HUMAN,FCGR3A,Cell membrane<br> Secreted<br> Note=Exists also as a soluble receptor.<br>
P08648,ITA5_HUMAN,ITGA5,"Cell membrane<br> Cell junction, focal adhesion<br>"
P08651,NFIC_HUMAN,NFIC,Nucleus.
P08670,VIME_HUMAN,VIM,"Cytoplasm<br> Cytoplasm, cytoskeleton<br> Nucleus matrix<br> Cell membrane<br>"
P08684,CP3A4_HUMAN,CYP3A4,Endoplasmic reticulum membrane; Single-pass membrane protein. Microsome membrane; Single-pass membrane protein.
P08686,CP21A_HUMAN,CYP21A2,Endoplasmic reticulum membrane; Peripheral membrane protein<br> Microsome membrane<br>
P08697,A2AP_HUMAN,SERPINF2,Secreted.
P08700,IL3_HUMAN,IL3,Secreted.
P08708,RS17_HUMAN,RPS17,"Cytoplasm<br> Nucleus, nucleolus<br>"
P08709,FA7_HUMAN,F7,Secreted.
P08727,K1C19_HUMAN,KRT19,
P08729,K2C7_HUMAN,KRT7,Cytoplasm<br>
P08754,GNAI3_HUMAN,GNAI3,"Cytoplasm<br> Cell membrane<br> Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Note=Localizes in the centrosomes of interphase and mitotic cells. Detected at the cleavage furrow and/or the midbody.<br>"
P08758,ANXA5_HUMAN,ANXA5,
P08779,K1C16_HUMAN,KRT16,
P08833,IBP1_HUMAN,IGFBP1,Secreted.
P08842,STS_HUMAN,STS,"Cytoplasmic vesicle, secretory vesicle, microneme membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein."
P08861,CEL3B_HUMAN,CELA3B,
P08865,RSSA_HUMAN,RPSA,"Cell membrane. Cytoplasm. Nucleus<br> Note=67LR is found at the surface of the plasma membrane, with its C-terminal laminin-binding domain accessible to extracellular ligands. 37LRP is found at the cell surface, in the cytoplasm and in the nucleus (By similarity). Colocalizes with PPP1R16B in the cell membrane.<br>"
P08887,IL6RA_HUMAN,IL6R,<br>[Isoform 1]:<br> Cell membrane<br><br>[Isoform 2]:<br> Secreted<br><br>[Soluble interleukin-6 receptor subunit alpha]:<br> Secreted<br>
P08908,5HT1A_HUMAN,HTR1A,"Cell membrane<br> Cell projection, dendrite<br>"
P08910,ABHD2_HUMAN,ABHD2,"Cell projection, cilium, flagellum membrane<br> Cell membrane<br>"
P08912,ACM5_HUMAN,CHRM5,Cell membrane; Multi-pass membrane protein. Postsynaptic cell membrane; Multi-pass membrane protein.
P08913,ADA2A_HUMAN,ADRA2A,Cell membrane<br>
P08922,ROS1_HUMAN,ROS1,Cell membrane<br>
P08949,NMB_HUMAN,NMB,"Secreted<br> Cell projection, neuron projection<br> Note=In neurons of the retrotrapezoid nucleus//parafacial respiratory group, expressed on neuron projections which project into the pre-Botzinger complex.<br>"
P08962,CD63_HUMAN,CD63,"Cell membrane<br> Lysosome membrane<br> Late endosome membrane<br> Endosome, multivesicular body<br> Melanosome<br> Secreted, extracellular exosome<br> Cell surface<br> Note=Also found in Weibel-Palade bodies of endothelial cells (PubMed:10793155). Located in platelet dense granules (PubMed:7682577). Detected in a subset of pre-melanosomes. Detected on intralumenal vesicles (ILVs) within multivesicular bodies (PubMed:21962903).<br>"
P08F94,PKHD1_HUMAN,PKHD1,"Cell membrane<br> Cytoplasm<br> Cell projection, cilium<br> Cytoplasm, cytoskeleton, cilium basal body<br> Cytoplasm, cytoskeleton, spindle<br> Chromosome, centromere<br> Apical cell membrane<br> Nucleus<br> Secreted, extracellular exosome<br> Secreted<br> Endoplasmic reticulum<br> Golgi apparatus<br> Note=The intracellular C-terminal fragment (ICD) translocates to the nucleus and is not detected in primary cilia (PubMed:17470460, PubMed:16956880). The extracellular domain (PECD) traffics beyond the mid-Golgi and localizes on exosome like vesicles (ELVs) attached to the primary cilium (By similarity). In the urine, the extracellular domain (PECD) exists as an highly abundant secreted form and a less abundant PECD form that is either tethered to or shed with the C-terminal fragment (PTM) in ELVs (By similarity). The majority of full length PKHD1 protein resides at the endoplasmic reticulum and cannot pass beyond the mid-Golgi apparatus and is not detected in primary cilia (By similarity). The intra-cellular C- terminal fragment of 21-kDa translocates to the nucleus. The extracellular domain traffics beyond the mid-Golgi and localizes on exosome like vesicles (ELVs) attached to the primary cilium (By similarity).<br>"
P09012,SNRPA_HUMAN,SNRPA,Nucleus.
P09016,HXD4_HUMAN,HOXD4,Nucleus.
P09017,HXC4_HUMAN,HOXC4,Nucleus.
P09038,FGF2_HUMAN,FGF2,"Secreted<br> Nucleus<br> Note=Exported from cells by an endoplasmic reticulum (ER)/Golgi-independent mechanism. Unconventional secretion of FGF2 occurs by direct translocation across the plasma membrane (PubMed:20230531). Binding of exogenous FGF2 to FGFR facilitates endocytosis followed by translocation of FGF2 across endosomal membrane into the cytosol (PubMed:22321063). Nuclear import from the cytosol requires the classical nuclear import machinery, involving proteins KPNA1 and KPNB1, as well as CEP57 (PubMed:22321063).<br>"
P09067,HXB5_HUMAN,HOXB5,Nucleus.
P09086,PO2F2_HUMAN,POU2F2,Cytoplasm<br> Nucleus.
P09104,ENOG_HUMAN,ENO2,Cytoplasm<br> Cell membrane<br> Note=Can translocate to the plasma membrane in either the homodimeric (alpha/alpha) or heterodimeric (alpha/gamma) form.<br>
P09110,THIK_HUMAN,ACAA1,Peroxisome<br> Note=Transported into peroxisomes following association with PEX7.<br>
P09132,SRP19_HUMAN,SRP19,"Cytoplasm<br> Nucleus, nucleolus<br> Nucleus, nucleoplasm<br> Note=Although the signal recognition particle complex acts in the cytoplasm, it assembles at least in part in the nucleus and/or the nucleolus. SRP19 nuclear import may be mediated by IPO8/Imp8 and TPNO1/Trn.<br>"
P09172,DOPO_HUMAN,DBH,"<br>[Soluble dopamine beta-hydroxylase]:<br> Cytoplasmic vesicle, secretory vesicle lumen<br> Cytoplasmic vesicle, secretory vesicle, chromaffin granule lumen<br> Secreted<br>Cytoplasmic vesicle, secretory vesicle membrane<br> Cytoplasmic vesicle, secretory vesicle, chromaffin granule membrane<br>"
P09210,GSTA2_HUMAN,GSTA2,Cytoplasm.
P09211,GSTP1_HUMAN,GSTP1,"Cytoplasm<br> Mitochondrion<br> Nucleus<br> Note=The 83 N-terminal amino acids function as un uncleaved transit peptide, and arginine residues within it are crucial for mitochondrial localization."
P09228,CYTT_HUMAN,CST2,Secreted<br>
P09234,RU1C_HUMAN,SNRPC,Nucleus<br>
P09237,MMP7_HUMAN,MMP7,"Secreted, extracellular space, extracellular matrix<br>"
P09238,MMP10_HUMAN,MMP10,"Secreted, extracellular space, extracellular matrix<br>"
P09326,CD48_HUMAN,CD48,Cell membrane<br> Secreted<br>
P09327,VILI_HUMAN,VIL1,"Cytoplasm, cytoskeleton. Cell projection, lamellipodium. Cell projection, ruffle. Cell projection, microvillus. Cell projection, filopodium tip<br> Cell projection, filopodium<br> Note=Relocalized in the tip of cellular protrusions and filipodial extensions upon infection with S.flexneri in primary intestinal epithelial cells (IEC) and in the tail-like structures forming the actin comets of S.flexneri. Redistributed to the leading edge of hepatocyte growth factor (HGF)-induced lamellipodia (By similarity). Rapidly redistributed to ruffles and lamellipodia structures in response to autotaxin, lysophosphatidic acid (LPA) and epidermal growth factor (EGF) treatment.<br>"
P09341,GROA_HUMAN,CXCL1,Secreted.
P09382,LEG1_HUMAN,LGALS1,"Secreted, extracellular space, extracellular matrix<br> Cytoplasm<br> Secreted<br> Note=Can be secreted; the secretion is dependent on protein unfolding and facilitated by the cargo receptor TMED10; it results in protein translocation from the cytoplasm into the ERGIC (endoplasmic reticulum- Golgi intermediate compartment) followed by vesicle entry and secretion.<br>"
P09417,DHPR_HUMAN,QDPR,
P09429,HMGB1_HUMAN,HMGB1,"Nucleus<br> Chromosome<br> Cytoplasm<br> Secreted<br> Cell membrane<br> Endosome<br> Endoplasmic reticulum-Golgi intermediate compartment<br> Note=In basal state predominantly nuclear. Shuttles between the cytoplasm and the nucleus (PubMed:12231511, PubMed:17114460). Translocates from the nucleus to the cytoplasm upon autophagy stimulation (PubMed:20819940). Release from macrophages in the extracellular milieu requires the activation of NLRC4 or NLRP3 inflammasomes (By similarity). Passively released to the extracellular milieu from necrotic cells by diffusion, involving the fully reduced HGMB1 which subsequently gets oxidized (PubMed:19811284). Also released from apoptotic cells (PubMed:16855214, PubMed:18631454). Active secretion from a variety of immune and non-immune cells such as macrophages, monocytes, neutrophils, dendritic cells and natural killer cells in response to various stimuli such as LPS and cytokines involves a nonconventional secretory process via secretory lysosomes (PubMed:12231511, PubMed:14532127, PubMed:15944249). Secreted by plasma cells in response to LPS (By similarity). Found on the surface of activated platelets (PubMed:11154118). An increased chromatin association is observed when associated with the adenovirus protein pVII (PubMed:27362237).<br>Endoplasmic reticulum<br> Note=(Microbial infection) SARS-COV-2 ORF3A promotes HMGB1 translocation from the nucleus to the cytoplasm where it is recruited by and colocalizes with ORF3A at the endoplasmic reticulum.<br>"
P09430,STP1_HUMAN,TNP1,Nucleus<br> Chromosome<br> Note=Loaded onto the nucleosomes of condensing spermatids.<br>
P09455,RET1_HUMAN,RBP1,Cytoplasm<br> Lipid droplet<br>
P09466,PAEP_HUMAN,PAEP,Secreted<br>
P09467,F16P1_HUMAN,FBP1,
P09471,GNAO_HUMAN,GNAO1,Cell membrane<br> Membrane<br>
P09486,SPRC_HUMAN,SPARC,"Secreted, extracellular space, extracellular matrix, basement membrane<br> Note=In or around the basement membrane."
P09488,GSTM1_HUMAN,GSTM1,Cytoplasm.
P09493,TPM1_HUMAN,TPM1,"Cytoplasm, cytoskeleton<br> Note=Associates with F-actin stress fibers.<br>"
P09496,CLCA_HUMAN,CLTA,"Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Membrane, coated pit; Peripheral membrane protein; Cytoplasmic side. Cytoplasm, cytoskeleton, spindle<br> Note=Cytoplasmic face of coated pits and vesicles. In complex with TACC3 and CKAP5 (forming the TACC3/ch-TOG/clathrin complex) localized to inter-microtubule bridges in mitotic spindles.<br>"
P09497,CLCB_HUMAN,CLTB,"Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Membrane, coated pit; Peripheral membrane protein; Cytoplasmic side. Note=Cytoplasmic face of coated pits and vesicles."
P09525,ANXA4_HUMAN,ANXA4,Zymogen granule membrane<br>
P09529,INHBB_HUMAN,INHBB,Secreted.
P09543,CN37_HUMAN,CNP,Membrane<br> Melanosome<br> Note=Firmly bound to membrane structures of brain white matter.<br>
P09544,WNT2_HUMAN,WNT2,"Secreted, extracellular space, extracellular matrix<br> Secreted<br>"
P09564,CD7_HUMAN,CD7,Membrane; Single-pass type I membrane protein.
P09601,HMOX1_HUMAN,HMOX1,Endoplasmic reticulum membrane<br>
P09603,CSF1_HUMAN,CSF1,"Cell membrane<br><br>[Processed macrophage colony-stimulating factor 1]:<br> Secreted, extracellular space."
P09619,PGFRB_HUMAN,PDGFRB,"Cell membrane; Single-pass type I membrane protein. Cytoplasmic vesicle. Lysosome lumen. Note=After ligand binding, the autophosphorylated receptor is ubiquitinated and internalized, leading to its degradation."
P09622,DLDH_HUMAN,DLD,"Mitochondrion matrix<br> Nucleus<br> Cell projection, cilium, flagellum<br> Cytoplasmic vesicle, secretory vesicle, acrosome<br> Note=Mainly localizes in the mitochondrion. A small fraction localizes to the nucleus, where the 2- oxoglutarate dehydrogenase complex is required for histone succinylation.<br>"
P09629,HXB7_HUMAN,HOXB7,Nucleus.
P09651,ROA1_HUMAN,HNRNPA1,"Nucleus<br> Cytoplasm<br> Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. Shuttles continuously between the nucleus and the cytoplasm along with mRNA. Component of ribonucleosomes (PubMed:17289661).<br>Cytoplasm<br> Note=(Microbial infection) In the course of viral infection, colocalizes with HCV NS5B at speckles in the cytoplasm in a HCV- replication dependent manner.<br>Nucleus<br> Note=(Microbial infection) SARS coronavirus-2/SARS-CoV-2 ORF6 protein increases accumulation to the nucleus.<br>"
P09661,RU2A_HUMAN,SNRPA1,Nucleus<br>
P09668,CATH_HUMAN,CTSH,Lysosome.
P09669,COX6C_HUMAN,COX6C,Mitochondrion inner membrane<br>
P09681,GIP_HUMAN,GIP,Secreted.
P09683,SECR_HUMAN,SCT,Secreted<br>
P09693,CD3G_HUMAN,CD3G,Cell membrane; Single-pass type I membrane protein.
P09758,TACD2_HUMAN,TACSTD2,Membrane; Single-pass type I membrane protein.
P09769,FGR_HUMAN,FGR,"Cell membrane<br> Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cell projection, ruffle membrane. Cytoplasm, cytosol. Cytoplasm, cytoskeleton. Mitochondrion inner membrane<br> Mitochondrion intermembrane space<br> Note=Detected in mitochondrial intermembrane space and at inner membranes (By similarity). Colocalizes with actin fibers at membrane ruffles. Detected at plasma membrane lipid rafts.<br>"
P09848,LPH_HUMAN,LCT,Apical cell membrane<br> Note=Brush border.<br>
P09871,C1S_HUMAN,C1S,
P09874,PARP1_HUMAN,PARP1,"Chromosome<br> Nucleus<br> Nucleus, nucleolus<br> Cytoplasm, cytosol<br> Note=Localizes to sites of DNA damage (PubMed:23230272, PubMed:26344098, PubMed:27568560, PubMed:30675909, PubMed:34625544, PubMed:34795260, PubMed:32358582, PubMed:22683995, PubMed:32241924). Recognizes (via PARP-type zinc-fingers) and binds DNA strand breaks (PubMed:22683995). Also binds normal/undamaged chromatin (PubMed:15607977). Auto poly-ADP-ribosylation promotes dissociation from chromatin (PubMed:15607977, PubMed:30675909, PubMed:32358582, PubMed:34625544). Extracted from chromatin by VCP/p97 following sumoylation and ubiquitination (PubMed:35013556). Translocates from the nucleus to the cytosol following phosphorylation by PRKDC (PubMed:35460603). Recruited to replication forks following interaction with CARM1 (PubMed:33412112).<br><br>[Poly <br>[ADP-ribose] polymerase 1, processed N- terminus]:<br> Chromosome<br> Note=Following cleavage by caspase-3 (CASP3) and caspase-7 (CASP7) in response to apoptosis, this cleavage form irreversibly binds to DNA breaks.<br><br>[Poly <br>[ADP-ribose] polymerase 1, processed C- terminus]:<br> Cytoplasm<br> Note=Following cleavage by caspase-3 (CASP3) and caspase-7 (CASP7) in response to apoptosis, translocates into the cytoplasm, where the auto-poly-ADP- ribosylated form serves as a poly-ADP-ribose carrier to induce AIFM1- mediated apoptosis.<br>"
P09884,DPOLA_HUMAN,POLA1,"Nucleus<br> Cytoplasm, cytosol<br> Note=In the cytosol, colocalizes with RNA:DNA hybrids with a speckled pattern.<br>"
P09912,IFI6_HUMAN,IFI6,Endoplasmic reticulum membrane<br> Mitochondrion inner membrane<br>
P09913,IFIT2_HUMAN,IFIT2,Cytoplasm<br> Endoplasmic reticulum<br>
P09914,IFIT1_HUMAN,IFIT1,Cytoplasm<br>
P09917,LOX5_HUMAN,ALOX5,"Cytoplasm<br> Nucleus matrix<br> Nucleus membrane<br> Cytoplasm, perinuclear region<br> Cytoplasm, cytosol<br> Nucleus envelope<br> Nucleus intermembrane space<br> Note=Shuttles between cytoplasm and nucleus (PubMed:19233132). Found exclusively in the nucleus, when phosphorylated on Ser-272 (PubMed:18978352). Calcium binding promotes translocation from the cytosol and the nuclear matrix to the nuclear envelope and membrane association (PubMed:19233132, PubMed:3118366, PubMed:8245774, PubMed:16275640).<br>"
P09919,CSF3_HUMAN,CSF3,Secreted.
P09923,PPBI_HUMAN,ALPI,Cell membrane<br>
P09936,UCHL1_HUMAN,UCHL1,Cytoplasm<br> Endoplasmic reticulum membrane<br> Note=About 30% of total UCHL1 is associated with membranes in brain. Localizes near and/or within mitochondria to potentially interact with mitochondrial proteins.<br>
P09958,FURIN_HUMAN,FURIN,"Golgi apparatus, trans-Golgi network membrane<br> Cell membrane<br> Secreted<br> Endosome membrane<br> Note=Shuttles between the trans-Golgi network and the cell surface (PubMed:9412467, PubMed:11799113). Propeptide cleavage is a prerequisite for exit of furin molecules out of the endoplasmic reticulum (ER). A second cleavage within the propeptide occurs in the trans Golgi network (TGN), followed by the release of the propeptide and the activation of furin (PubMed:11799113).<br>"
P09960,LKHA4_HUMAN,LTA4H,Cytoplasm<br>
P09972,ALDOC_HUMAN,ALDOC,
P0C024,NUDT7_HUMAN,NUDT7,Peroxisome<br>
P0C0L4,CO4A_HUMAN,C4A,"Secreted. Synapse<br> Cell projection, axon<br> Cell projection, dendrite<br>"
P0C0L5,CO4B_HUMAN,C4B,"Secreted. Synapse<br> Cell projection, axon<br> Cell projection, dendrite<br>"
P0C0S5,H2AZ_HUMAN,H2AZ1,Nucleus. Chromosome.
P0C0S8,H2A1_HUMAN,H2AC11,Nucleus. Chromosome.
P0C1S8,WEE2_HUMAN,WEE2,Nucleus<br>
P0C1Z6,TFPT_HUMAN,TFPT,Nucleus<br>
P0C264,SBK3_HUMAN,SBK3,
P0C2W1,FBSP1_HUMAN,FBXO45,Secreted<br> Postsynaptic cell membrane<br> Presynaptic cell membrane<br> Nucleus<br> Note=Secreted by a non-classical mechanism.<br>
